iter	RMSE
564	36.51838263
565	36.47322982
566	36.42152395
567	36.38167077
568	36.29505484
569	36.26345682
570	36.21032297
571	36.15323306
572	36.10582804
573	36.05734205
574	36.01720863
575	35.95835865
576	35.92894136
577	35.88448754
578	35.83655351
579	35.80006147
580	35.75832919
581	35.74441372
582	35.67650203
583	35.6484247
584	35.58492262
585	35.54988258
586	35.47953728
587	35.4596389
588	35.42123988
589	35.35626155
590	35.31258102
591	35.27429238
592	35.24947959
593	35.19367252
594	35.15836515
595	35.13156964
596	35.11593406
597	35.06629184
598	35.02740419
599	34.9676365
600	34.9356301
601	34.87769562
602	34.79546952
603	34.75990696
604	34.69738959
605	34.67330766
606	34.64197074
607	34.59436208
608	34.53975458
609	34.51256966
610	34.50544963
611	34.45211925
612	34.40250066
613	34.39407571
614	34.36086417
615	34.31467817
616	34.27470667
617	34.22977801
618	34.1658629
619	34.12718942
620	34.12203253
621	34.08523055
622	34.04606389
623	33.98980022
624	33.9503875
625	33.91959815
626	33.86209654
627	33.81467798
628	33.768624
629	33.73312273
630	33.69231966
631	33.62970159
632	33.59640198
633	33.55222695
634	33.5096804
635	33.45421978
636	33.43296093
637	33.38575195
638	33.33849863
639	33.28761504
640	33.23921248
641	33.21724008
642	33.20226084
643	33.15671641
644	33.09224739
645	33.0560479
646	33.02875009
647	32.98328717
648	32.95345659
649	32.91234397
650	32.86832439
651	32.83932173
652	32.78047659
653	32.74176751
654	32.72495048
655	32.69091986
656	32.65857905
657	32.6289837
658	32.60089678
659	32.53927405
660	32.5031953
661	32.49743144
662	32.4499723
663	32.40539866
664	32.37825945
665	32.34845408
666	32.30325471
667	32.23807711
668	32.19633618
669	32.14614977
670	32.11590349
671	32.09193004
672	32.05545874
673	32.02905618
674	32.00006624
675	31.95385487
676	31.90960373
677	31.86671357
678	31.84201493
679	31.80600822
680	31.76671037
681	31.73991366
682	31.68907327
683	31.65920302
684	31.62723269
685	31.59267816
686	31.56663383
687	31.55333653
688	31.53405027
689	31.51567838
690	31.46664805
691	31.4240646
692	31.39428001
693	31.36741722
694	31.34194351
695	31.31728705
696	31.29981495
697	31.2781785
698	31.24318196
699	31.21954945
700	31.20116662
701	31.16666369
702	31.14848408
703	31.1189082
704	31.10819779
705	31.05971081
706	31.01602021
707	30.99047711
708	30.95775555
709	30.91523909
710	30.87669389
711	30.81605951
712	30.77151277
713	30.72589366
714	30.68218553
715	30.65781881
716	30.62162502
717	30.57990196
718	30.55473688
719	30.52997753
720	30.51497041
721	30.47860881
722	30.44841189
723	30.42460279
724	30.38761523
725	30.34372838
726	30.33459395
727	30.30538183
728	30.27759611
729	30.24880962
730	30.20854979
731	30.18514577
732	30.1374537
733	30.12651213
734	30.08628951
735	30.05612428
736	30.02782547
737	29.9990285
738	29.96979771
739	29.9333123
740	29.88769428
741	29.8655807
742	29.8262717
743	29.80306324
744	29.77572162
745	29.74322835
746	29.70742935
747	29.67033126
748	29.63589662
749	29.61065599
750	29.57346733
751	29.55678215
752	29.52933526
753	29.49817433
754	29.48209833
755	29.45203244
756	29.43790302
757	29.39944028
758	29.36544567
759	29.35149337
760	29.34376899
761	29.31332774
762	29.29873956
763	29.26670059
764	29.24337663
765	29.21545729
766	29.19424521
767	29.16957285
768	29.14246308
769	29.12069224
770	29.09761294
771	29.06551259
772	29.02733165
773	28.99589132
774	28.98725403
775	28.95516407
776	28.91173174
777	28.87897316
778	28.86282265
779	28.8371863
780	28.81400623
781	28.78644823
782	28.7620688
783	28.75383062
784	28.74431731
785	28.72910695
786	28.71297721
787	28.69409609
788	28.64285773
789	28.62411133
790	28.58564992
791	28.54354963
792	28.52499379
793	28.50118392
794	28.473992
795	28.45015087
796	28.40123028
797	28.38980397
798	28.34060194
799	28.31682078
800	28.28641809
801	28.24707555
802	28.23431131
803	28.19620107
804	28.16414744
805	28.13494787
806	28.09260171
807	28.06417998
808	28.05729864
809	28.02655713
810	27.99779114
811	27.97803427
812	27.95701251
813	27.93419665
814	27.90686975
815	27.8802077
816	27.8564054
817	27.84217829
818	27.80628631
819	27.78477882
820	27.76349656
821	27.74892382
822	27.72629116
823	27.70231786
824	27.67532268
825	27.63603561
826	27.62140324
827	27.59627909
828	27.569322
829	27.54421953
830	27.52246177
831	27.50755546
832	27.48325292
833	27.47601309
834	27.45380318
835	27.42123435
836	27.38698669
837	27.36584885
838	27.34188523
839	27.31529972
840	27.29327808
841	27.26149805
842	27.24003282
843	27.21857392
844	27.20599666
845	27.16533719
846	27.15133783
847	27.11528485
848	27.09201373
849	27.06346055
850	27.04513503
851	27.01750047
852	26.99883265
853	26.96864848
854	26.95692625
855	26.92116402
856	26.90759012
857	26.87494383
858	26.83409446
859	26.8100691
860	26.80445345
861	26.78565327
862	26.77130533
863	26.75186597
864	26.73782686
865	26.71692162
866	26.68891426
867	26.67577887
868	26.65588728
869	26.64555515
870	26.63472188
871	26.60360781
872	26.58056807
873	26.55262336
874	26.53417261
875	26.50064123
876	26.47213507
877	26.45036874
878	26.42790513
879	26.4045552
880	26.3808508
881	26.37319035
882	26.34407566
883	26.32279194
884	26.30614508
885	26.29447917
886	26.28335502
887	26.25994045
888	26.23564844
889	26.22440051
890	26.20335626
891	26.17332389
892	26.15839546
893	26.13586507
894	26.10795387
895	26.0935575
896	26.06005779
897	26.04712045
898	26.02837288
899	26.01950351
900	26.00767993
901	25.99049352
902	25.9624063
903	25.94019369
904	25.92742294
905	25.89691425
906	25.86712194
907	25.85622389
908	25.82624118
909	25.79802239
910	25.77313593
911	25.76296147
912	25.73930616
913	25.72175396
914	25.69581129
915	25.6891557
916	25.6689217
917	25.66400045
918	25.63801496
919	25.61667175
920	25.6053232
921	25.58836104
922	25.57206577
923	25.55611893
924	25.52910372
925	25.51357549
926	25.49207037
927	25.48315009
928	25.46794277
929	25.44433937
930	25.43231653
931	25.40111721
932	25.38648017
933	25.36319239
934	25.34888018
935	25.32858631
936	25.31741182
937	25.29103795
938	25.27110962
939	25.24929997
940	25.23672267
941	25.2218852
942	25.21050406
943	25.19839744
944	25.1832413
945	25.16138582
946	25.14402293
947	25.12096054
948	25.11008756
949	25.10465135
950	25.09516793
951	25.06603472
952	25.04830436
953	25.03808621
954	25.02843179
955	25.01267423
956	24.98149866
957	24.97262772
958	24.96818603
959	24.9428276
960	24.91793111
961	24.90415862
962	24.89150076
963	24.874072
964	24.84639379
965	24.81972343
966	24.79458702
967	24.77053234
968	24.74524401
969	24.72853612
970	24.70256485
971	24.68132395
972	24.65796773
973	24.63810144
974	24.61794202
975	24.60155377
976	24.58947157
977	24.57145909
978	24.56750835
979	24.544761
980	24.53026985
981	24.50376843
982	24.48764615
983	24.47219093
984	24.46170466
985	24.45145505
986	24.43837765
987	24.41472576
988	24.40208474
989	24.38941467
990	24.37118872
991	24.34347029
992	24.30584935
993	24.2833928
994	24.25796159
995	24.23078111
996	24.21203296
997	24.20285621
998	24.17362839
999	24.15913844
